date,open,high,low,close,aggregate_open_interest,aggregate_volume,cot_commercial_net,specs_positioning,ma20,ma50,commodity,ticker
2021-06-28,4.28849983215332,4.28849983215332,4.2779998779296875,4.2779998779296875,,32689,,,,,Copper,HG=F
2021-06-29,4.274499893188477,4.281499862670898,4.202000141143799,4.276500225067139,,9114,,,,,Copper,HG=F
2021-06-30,4.2795000076293945,4.335999965667725,4.264500141143799,4.296500205993652,,1809,,,,,Copper,HG=F
2021-07-01,4.300000190734863,4.315000057220459,4.235499858856201,4.242000102996826,,1274,,,,,Copper,HG=F
2021-07-02,4.245999813079834,4.297999858856201,4.239999771118164,4.2820000648498535,,499,,,,,Copper,HG=F
2021-07-06,4.2820000648498535,4.398499965667725,4.250999927520752,4.257999897003174,,1173,,,,,Copper,HG=F
2021-07-07,4.261000156402588,4.360000133514404,4.256999969482422,4.328999996185303,,697,,,,,Copper,HG=F
2021-07-08,4.320000171661377,4.320000171661377,4.239999771118164,4.271500110626221,,576,,,,,Copper,HG=F
2021-07-09,4.2789998054504395,4.373000144958496,4.2789998054504395,4.352499961853027,,484,,,,,Copper,HG=F
2021-07-12,4.3470001220703125,4.3470001220703125,4.290999889373779,4.322999954223633,,509,,,,,Copper,HG=F
2021-07-13,4.3379998207092285,4.3379998207092285,4.267499923706055,4.314499855041504,,459,,,,,Copper,HG=F
2021-07-14,4.299499988555908,4.309000015258789,4.269999980926514,4.2769999504089355,,748,,,,,Copper,HG=F
2021-07-15,4.265500068664551,4.3495001792907715,4.265500068664551,4.333000183105469,,451,,,,,Copper,HG=F
2021-07-16,4.35099983215332,4.35099983215332,4.317999839782715,4.332499980926514,,417,,,,,Copper,HG=F
2021-07-19,4.306000232696533,4.308000087738037,4.179999828338623,4.2104997634887695,,751,,,,,Copper,HG=F
2021-07-20,4.210999965667725,4.2779998779296875,4.210999965667725,4.273499965667725,,638,,,,,Copper,HG=F
2021-07-21,4.264500141143799,4.297500133514404,4.264500141143799,4.28249979019165,,416,,,,,Copper,HG=F
