date,open,high,low,close,aggregate_open_interest,aggregate_volume,cot_commercial_net,specs_positioning,ma20,ma50,commodity,ticker
2021-05-17,82.69999694824219,83.56999969482422,82.0,82.31999969482422,,16939,,,,,Cotton #2,CT=F
2021-05-18,82.31999969482422,84.30000305175781,82.31999969482422,84.01000213623047,,14835,,,,,Cotton #2,CT=F
2021-05-19,84.19000244140625,84.26000213623047,82.16000366210938,82.91999816894531,,15976,,,,,Cotton #2,CT=F
2021-05-20,83.2300033569336,83.79000091552734,81.5,81.52999877929688,,21349,,,,,Cotton #2,CT=F
2021-05-21,81.52999877929688,83.97000122070312,81.52999877929688,82.81999969482422,,15495,,,,,Cotton #2,CT=F
2021-05-24,82.69999694824219,82.93000030517578,82.12000274658203,82.81999969482422,,9200,,,,,Cotton #2,CT=F
2021-05-25,82.5999984741211,83.52999877929688,82.4000015258789,82.70999908447266,,13429,,,,,Cotton #2,CT=F
2021-05-26,82.69999694824219,83.12999725341797,81.8499984741211,82.44000244140625,,10342,,,,,Cotton #2,CT=F
2021-05-27,82.45999908447266,82.77999877929688,81.6500015258789,82.61000061035156,,11402,,,,,Cotton #2,CT=F
2021-05-28,82.61000061035156,82.91000366210938,81.93000030517578,82.12000274658203,,11371,,,,,Cotton #2,CT=F
2021-06-01,82.38999938964844,84.8499984741211,82.30000305175781,84.25,,18122,,,,,Cotton #2,CT=F
2021-06-02,84.06999969482422,84.55999755859375,83.30000305175781,83.7699966430664,,14992,,,,,Cotton #2,CT=F
2021-06-03,83.94000244140625,84.62000274658203,83.55000305175781,84.20999908447266,,13158,,,,,Cotton #2,CT=F
2021-06-04,84.20999908447266,86.33999633789062,83.58000183105469,85.80000305175781,,19092,,,,,Cotton #2,CT=F
2021-06-07,85.83000183105469,86.5,84.0999984741211,84.36000061035156,,15772,,,,,Cotton #2,CT=F
2021-06-08,84.5,85.9000015258789,84.26000213623047,85.13999938964844,,15852,,,,,Cotton #2,CT=F
2021-06-09,85.86000061035156,86.7699966430664,85.22000122070312,86.62000274658203,,13239,,,,,Cotton #2,CT=F
2021-06-10,86.55000305175781,87.44999694824219,85.79000091552734,87.36000061035156,,17670,,,,,Cotton #2,CT=F
2021-06-11,87.19999694824219,87.73999786376953,86.61000061035156,87.0,,17975,,,,,Cotton #2,CT=F
2021-06-14,87.0,87.0,83.0999984741211,84.94999694824219,,16253,,,83.98800010681153,,Cotton #2,CT=F
2021-06-15,84.9000015258789,85.5999984741211,84.13999938964844,85.27999877929688,,8536,,,84.13600006103516,,Cotton #2,CT=F
2021-06-16,85.44999694824219,85.94999694824219,84.55999755859375,85.33000183105469,,5795,,,84.20200004577637,,Cotton #2,CT=F
2021-06-17,85.1500015258789,85.4800033569336,83.6500015258789,84.16999816894531,,6063,,,84.26450004577637,,Cotton #2,CT=F
2021-06-18,84.13999938964844,85.19999694824219,84.11000061035156,84.41999816894531,,3969,,,84.40900001525878,,Cotton #2,CT=F
2021-06-21,84.3499984741211,84.5,83.5999984741211,84.08999633789062,,3666,,,84.47249984741211,,Cotton #2,CT=F
2021-06-22,83.88999938964844,84.8499984741211,83.5999984741211,84.22000122070312,,2797,,,84.54249992370606,,Cotton #2,CT=F
2021-06-23,84.5,86.66000366210938,84.19999694824219,86.45999908447266,,2443,,,84.72999992370606,,Cotton #2,CT=F
2021-06-24,85.27999877929688,86.2699966430664,85.27999877929688,86.02999877929688,,99,,,84.90949974060058,,Cotton #2,CT=F
2021-06-25,86.43000030517578,86.43000030517578,86.43000030517578,86.43000030517578,,0,,,85.10049972534179,,Cotton #2,CT=F
2021-06-28,85.16999816894531,85.16999816894531,85.16999816894531,86.66000366210938,,4,,,85.32749977111817,,Cotton #2,CT=F
2021-06-29,86.48999786376953,86.48999786376953,86.48999786376953,86.48999786376953,,1,,,85.43949966430664,,Cotton #2,CT=F
2021-06-30,85.19999694824219,85.19999694824219,85.19999694824219,84.02999877929688,,2,,,85.45249977111817,,Cotton #2,CT=F
2021-07-01,85.01000213623047,85.01000213623047,85.01000213623047,85.01000213623047,,0,,,85.49249992370605,,Cotton #2,CT=F
2021-07-02,86.02999877929688,86.02999877929688,86.02999877929688,86.02999877929688,,0,,,85.50399971008301,,Cotton #2,CT=F
2021-07-06,86.37999725341797,86.37999725341797,86.37999725341797,86.37999725341797,,0,,,85.60499954223633,,Cotton #2,CT=F
2021-07-07,86.62999725341797,86.62999725341797,86.62999725341797,86.62999725341797,,0,,,85.6794994354248,,Cotton #2,CT=F
2021-07-08,85.87999725341797,85.87999725341797,85.87999725341797,85.87999725341797,,6,,,85.6424991607666,,Cotton #2,CT=F
2021-07-09,86.98999786376953,88.0,86.98999786376953,87.98999786376953,,11,,,85.6739990234375,,Cotton #2,CT=F
2021-07-12,88.0999984741211,88.41000366210938,88.0,88.47000122070312,,8,,,85.74749908447265,,Cotton #2,CT=F
2021-07-13,88.66999816894531,88.66999816894531,88.66999816894531,88.7699966430664,,11,,,85.93849906921386,,Cotton #2,CT=F
2021-07-14,89.5,90.33000183105469,89.5,90.56999969482422,,65,,,86.20299911499023,,Cotton #2,CT=F
2021-07-15,90.43000030517578,90.7300033569336,90.05000305175781,89.83999633789062,,37,,,86.42849884033203,,Cotton #2,CT=F
2021-07-16,89.6500015258789,90.68000030517578,89.6500015258789,90.69999694824219,,7,,,86.75499877929687,,Cotton #2,CT=F
2021-07-19,90.55000305175781,90.55000305175781,86.94000244140625,87.11000061035156,,205,,,86.88949890136719,,Cotton #2,CT=F
2021-07-20,87.87999725341797,89.3499984741211,87.56999969482422,88.87000274658203,,15,,,87.12849922180176,,Cotton #2,CT=F
2021-07-21,88.47000122070312,88.91999816894531,88.47000122070312,89.08999633789062,,5,,,87.37199897766114,,Cotton #2,CT=F
2021-07-22,89.30999755859375,90.62999725341797,89.30999755859375,90.2699966430664,,20,,,87.56249885559082,,Cotton #2,CT=F
2021-07-23,90.62000274658203,90.62999725341797,89.7300033569336,90.31999969482422,,20,,,87.7769989013672,,Cotton #2,CT=F
2021-07-26,89.56999969482422,90.37999725341797,88.6500015258789,90.29000091552734,,17,,,87.96999893188476,,Cotton #2,CT=F
2021-07-27,90.69999694824219,91.0,90.44999694824219,90.73999786376953,,35,,,88.17399864196777,85.92659942626953,Cotton #2,CT=F
2021-07-28,91.0,91.51000213623047,90.79000091552734,90.91000366210938,,41,,,88.39499893188477,86.09839950561523,Cotton #2,CT=F
2021-07-29,91.30000305175781,91.43000030517578,90.41000366210938,90.76000213623047,,30,,,88.73149909973145,86.23339950561524,Cotton #2,CT=F
2021-07-30,90.43000030517578,90.43000030517578,89.26000213623047,89.83000183105469,,50,,,88.97249908447266,86.37159957885743,Cotton #2,CT=F
2021-08-02,90.08999633789062,90.69000244140625,89.75,90.06999969482422,,12,,,89.17449913024902,86.54239959716797,Cotton #2,CT=F
2021-08-03,89.83999633789062,90.19999694824219,89.63999938964844,90.30000305175781,,17,,,89.37049942016601,86.69199966430664,Cotton #2,CT=F
2021-08-04,90.69000244140625,91.0199966430664,90.44000244140625,90.72000122070312,,39,,,89.57499961853027,86.84999969482422,Cotton #2,CT=F
2021-08-05,90.37999725341797,91.41000366210938,90.37999725341797,91.16999816894531,,35,,,89.83949966430664,87.01919967651367,Cotton #2,CT=F
2021-08-06,91.13999938964844,92.44000244140625,91.13999938964844,92.41999816894531,,47,,,90.06099967956543,87.21879959106445,Cotton #2,CT=F
2021-08-09,92.13999938964844,92.13999938964844,90.69999694824219,91.30000305175781,,46,,,90.20249977111817,87.39259963989258,Cotton #2,CT=F
2021-08-10,91.8499984741211,92.86000061035156,91.81999969482422,92.73999786376953,,13,,,90.40099983215332,87.60499954223633,Cotton #2,CT=F
2021-08-11,92.62999725341797,92.69000244140625,92.4800033569336,91.63999938964844,,6,,,90.45449981689453,87.7527995300293,Cotton #2,CT=F
2021-08-12,91.79000091552734,94.0999984741211,91.55999755859375,93.7699966430664,,32,,,90.65099983215332,87.9527995300293,Cotton #2,CT=F
2021-08-13,93.19999694824219,95.5,93.19999694824219,95.20999908447266,,35,,,90.87649993896484,88.1727995300293,Cotton #2,CT=F
2021-08-16,94.9800033569336,95.0,94.58000183105469,94.8499984741211,,13,,,91.26349983215331,88.35379943847656,Cotton #2,CT=F
2021-08-17,95.80999755859375,97.33000183105469,95.18000030517578,95.69999694824219,,41,,,91.60499954223633,88.58059936523438,Cotton #2,CT=F
2021-08-18,95.44000244140625,96.31999969482422,94.38999938964844,95.5199966430664,,41,,,91.92649955749512,88.78819931030273,Cotton #2,CT=F
